,Event ID,Date,Short Name,Name,Date Time,Fight Number,Fight ID,Card Segment,Referee,Result Type,Winner ID,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
1473,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1474,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1475,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1476,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1477,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1478,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1479,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1480,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1481,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
1482,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1483,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1484,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1485,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1486,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1487,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1488,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1489,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1490,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1491,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
1492,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1493,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1494,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1495,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1496,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1497,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1498,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1499,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1500,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1501,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
1502,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1503,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1504,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1505,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1506,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1507,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1508,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1509,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1510,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1511,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
1512,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1513,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1514,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1515,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1516,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1517,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1518,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1519,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1520,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1521,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
1522,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1523,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1524,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1525,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1526,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1527,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1528,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1529,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1530,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1531,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
1532,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1533,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1534,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1535,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1536,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1537,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1538,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,7,1470,Prelims,Mark Smith,Scrambled,140000325.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1539,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,8,1466,Prelims,Chris Tognoni,Scrambled,140000439.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1540,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,9,1465,Prelims,Herb Dean,Scrambled,140000608.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1541,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,10,1472,Prelims,Dan Miragliotta,Scrambled,140000914.0,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
1542,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,1,1461,Main Card,Herb Dean,Scrambled,140000094.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
1543,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,2,1471,Main Card,Dan Miragliotta,Scrambled,140000467.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
1544,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,3,1467,Main Card,Mark Smith,Scrambled,140000881.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
1545,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,4,1469,Main Card,Chris Tognoni,Scrambled,140000088.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
1546,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,5,1468,Main Card,Herb Dean,Scrambled,140000199.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
1547,129,2020-06-13,UFC Fight Night,UFC Fight Night: Eye vs. Calvillo,2020-06-13T19:00:00,6,1460,Main Card,Dan Miragliotta,Scrambled,140000510.0,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
